annee_de_publication,nature,organisme_preteur_ou_chef_de_file,date_d_emission_ou_date_de_mobilisation,date_de_derniere_echeance,capital_initial,capital_restant_du_au_31_12_2016,type_de_taux_d_interet,index,taux_initial_niveau_de_taux,taux_initial_taux_actuariel,profil_d_amortissement,possibilite_de_remboursement,categorie_d_emprunt
2012,16311 - Emissions obligataires,Deutsche Bank,2012-04-02,2027-04-02,100000000.0,100000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,oui,A-1
2017,16311 - Emissions obligataires,10 - Natixis,2013-04-30,2029-04-30,60000000.0,60000000.0,Indexé,EURIBOR03M,0.309,0.40540000000000004,Emprunt in fine,non,A-1
2017,1641 - Emprunts établissements crédit,31 - Helaba,2013-06-13,2028-06-13,25000000.0,25000000.0,Fixe,TAUX FIXE,2.81,2.8102,Emprunt in fine,oui,A-1
2017,1641 - Emprunts établissements crédit,7 - BNP Paribas,2009-12-30,2021-12-29,25000000.0,25000000.0,Indexé,EURIBOR03M,0.07100000000000001,0.5345,Emprunt in fine,non,A-1
2013,16311 - Emissions obligataires,HSBC-Natixis-Banca IMI,2009-06-29,2022-06-29,200000000.0,200000000.0,Fixe,TAUX FIXE,4.625,4.6251,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,Crédit Suisse-BNPP,2008-11-05,2018-11-05,95328884.65,95328884.65,Indexé,EURIBOR03M,0.11900000000000001,0.6826,Emprunt in fine,oui,A-1
2008,16441 - Emprunts option tirage tréso,Caisse Nat. C.E.,2004-12-17,2012-12-17,75000000.0,75000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2017,16311 - Emissions obligataires,107 - BRED,2014-07-15,2028-12-15,50000000.0,50000000.0,Fixe,TAUX FIXE,2.2800000000000002,2.2807,Emprunt in fine,non,A-1
2007,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2007-12-31,2017-12-31,100000000.0,100000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2007,168 Autres emprunts et dettes assimilées,CAISSE NATION. ASSURANCE VIELL,1978-01-01,2010-10-31,269850.92,26987.28,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2012,1641 - Emprunts établissements crédit,BEI,2011-12-19,2025-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.3689999999999998,3.3692,Emprunt in fine,oui,A-1
2007,1641 - Emprunts établissements crédit,BEI,2006-12-28,2010-12-28,50000000.0,50000000.0,Indexé,EURIBOR03M,0.801,2.8883,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,Citi,2016-10-27,2036-10-27,50000000.0,50000000.0,Fixe,TAUX FIXE,1.16,1.1604,Emprunt in fine,non,A-1
2010,16311 - Emissions obligataires,HSBC,2010-12-02,2024-12-02,100000000.0,100000000.0,Fixe,TAUX FIXE,3.5,3.5000999999999998,Emprunt in fine,oui,A-1
2008,16311 - Emissions obligataires,Dexia - Morgan Stanley,2005-06-24,2015-06-24,120000000.0,120000000.0,Fixe,TAUX FIXE,3.25,3.2502,Emprunt in fine,oui,A-1
2015,1641 - Emprunts établissements crédit,Gr.C.E.: CREDIT FONCIER,2003-12-22,2018-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.123,1.2851,Emprunt in fine,oui,A-1
2015,1641 - Emprunts établissements crédit,BNP Paribas,2002-12-27,2017-12-27,110000000.0,110000000.0,Indexé,T4M,0.0,1.6052,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,HSBC,2010-12-02,2024-12-02,100000000.0,100000000.0,Fixe,TAUX FIXE,3.5,3.5000999999999998,Emprunt in fine,non,A-1
2013,168 Autres emprunts et dettes assimilées,S.I.A.A.P.,1974-01-01,2021-06-15,26266.97,21013.57,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2013,16311 - Emissions obligataires,HSBC,2013-06-21,2028-06-21,75000000.0,75000000.0,Fixe,TAUX FIXE,2.886,2.8861,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,Citi,2013-12-11,2029-01-15,60000000.0,60000000.0,Fixe,TAUX FIXE,3.0,3.0001,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,HSBC,None,2029-12-14,50000000.0,50000000.0,None,TAUX FIXE,2.85,2.85,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,92 - HSBC,2016-04-19,2038-04-19,35000000.0,35000000.0,Fixe,TAUX FIXE,1.512,1.5122,Emprunt in fine,non,A-1
2013,16311 - Emissions obligataires,HSBC,2010-12-02,2024-12-02,100000000.0,100000000.0,Fixe,TAUX FIXE,3.5,3.5000999999999998,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,BRED,2014-07-15,2028-12-15,50000000.0,50000000.0,Fixe,TAUX FIXE,2.2800000000000002,2.2807,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,CREDIT AGRICOLE IDF,None,2019-09-16,119948.85,31337.9482225,None,TAUX FIXE,3.62,3.62,Échéance constante,oui,A-1
2018,16311 - Emissions obligataires,Société Générale,None,2027-10-01,125000000.0,125000000.0,None,TAUX FIXE,3.155,3.155,Emprunt in fine,non,A-1
2015,16311 - Emissions obligataires,HSBC,2012-07-20,2032-07-20,50000000.0,50000000.0,Fixe,TAUX FIXE,3.5,3.5000999999999998,Emprunt in fine,non,A-1
2015,16311 - Emissions obligataires,Natixis-BNP,2012-12-19,2022-12-19,40000000.0,40000000.0,Indexé,EURIBOR03M,0.461,0.603,Emprunt in fine,non,A-1
2017,1641 - Emprunts établissements crédit,6 - CREDIT AGRICOLE IDF,2016-09-16,2019-09-16,119948.85,71698.6,Fixe,TAUX FIXE,4.00093,4.0516,Échéance constante,non,A-1
2010,16311 - Emissions obligataires,HSBC-Natixis,2007-12-04,2020-12-04,160000000.0,160000000.0,Fixe,TAUX FIXE,4.5,4.5001,Emprunt in fine,oui,A-1
2013,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2007-12-31,2017-12-31,100000000.0,100000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2010,1641 - Emprunts établissements crédit,BEI,2006-12-28,2010-12-28,50000000.0,0.0,Indexé,EURIBOR03M,0.801,2.8883,Emprunt in fine,oui,A-1
2017,16311 - Emissions obligataires,98 - Crédit Suisse-BNPP,2008-11-05,2018-11-05,95328884.65,95328884.65,Indexé,EURIBOR03M,-0.265,0.5763,Emprunt in fine,non,A-1
2008,1641 - Emprunts établissements crédit,BNP Paribas,2002-12-27,2017-12-27,110000000.0,110000000.0,Indexé,T4M,0.0013000000000000002,1.6055000000000001,Emprunt in fine,oui,A-1
2012,1641 - Emprunts établissements crédit,DEXIA CREDIT LOCAL,2003-12-22,2013-12-22,35000000.0,35000000.0,Indexé,TAG06M,0.15810000000000002,1.9644,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,Crédit Agricole,None,2035-09-29,20000000.0,20000000.0,None,TAUX FIXE,2.006,2.006,Emprunt in fine,non,A-1
2010,16311 - Emissions obligataires,Calyon-Dexia,2006-11-28,2014-11-28,100000000.0,100000000.0,Fixe,TAUX FIXE,3.875,3.8752,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,HSBC,2010-12-02,2024-12-02,100000000.0,100000000.0,Fixe,TAUX FIXE,3.5,3.5000999999999998,Emprunt in fine,non,A-1
2014,1641 - Emprunts établissements crédit,C.D.C.,1954-12-21,2019-03-31,4278.21,620.52,Fixe,TAUX FIXE,2.0,1.341,Échéance constante,oui,A-1
2017,1641 - Emprunts établissements crédit,7 - BNP Paribas,2002-12-27,2017-12-27,110000000.0,0.0,Indexé,T4M,0.0,1.6052,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2008-10-30,2021-10-29,155000000.0,155000000.0,Fixe,TAUX FIXE,4.75,4.7501,Emprunt in fine,non,A-1
2015,1641 - Emprunts établissements crédit,BEI,2008-11-25,2019-11-25,80000000.0,80000000.0,Indexé,EURIBOR03M,0.0,0.5649000000000001,Emprunt in fine,non,A-1
2008,168 Autres emprunts et dettes assimilées,CAISSE NATION. ASSURANCE VIELL,1976-01-01,2008-10-31,71163.2,0.0,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2018,16311 - Emissions obligataires,Société Générale,None,2028-05-22,50000000.0,50000000.0,None,TAUX FIXE,2.43,2.43,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,HSBC,None,2023-10-02,30000000.0,30000000.0,None,TAUX FIXE,2.6,2.6,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,Goldman Sachs,2011-11-25,2025-12-29,100000000.0,100000000.0,Fixe,TAUX FIXE,3.875,3.8757,Emprunt in fine,non,A-1
2015,16311 - Emissions obligataires,Crédit Suisse,2007-12-14,2017-02-14,24405125.08,24405125.08,Indexé,EURIBOR03M,-0.34900000000000003,1.0525,Emprunt in fine,non,A-1
2017,1641 - Emprunts établissements crédit,96 - BEI,2014-10-07,2021-10-07,70000000.0,70000000.0,Fixe,TAUX FIXE,0.77,0.7717,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2008-10-30,2021-10-29,155000000.0,155000000.0,Fixe,TAUX FIXE,4.75,4.7501,Emprunt in fine,non,A-1
2011,16311 - Emissions obligataires,Dexia - Morgan Stanley,2005-06-24,2015-06-24,120000000.0,120000000.0,Fixe,TAUX FIXE,3.25,3.2502,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,HSBC,2014-03-21,2029-12-14,50000000.0,50000000.0,Fixe,TAUX FIXE,2.85,2.8507,Emprunt in fine,non,A-1
2007,1641 - Emprunts établissements crédit,C.D.C.,1954-11-23,2019-03-31,31064.74,10109.86,Fixe,TAUX FIXE,2.0,1.3381,Échéance constante,oui,A-1
2018,16311 - Emissions obligataires,Natixis,None,2028-10-17,50000000.0,50000000.0,None,TAUX FIXE,3.15,3.15,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,104 - Natixis-BNP,2012-12-19,2022-12-19,40000000.0,40000000.0,Indexé,EURIBOR03M,0.396,0.5630000000000001,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2010-12-29,2025-12-29,140000000.0,140000000.0,Fixe,TAUX FIXE,3.875,3.8750999999999998,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Société Générale,2011-07-13,2026-07-13,60000000.0,60000000.0,Fixe,TAUX FIXE,4.12,4.1201,Emprunt in fine,non,A-1
2017,1641 - Emprunts établissements crédit,96 - BEI,2014-07-31,2023-07-31,130000000.0,130000000.0,Fixe,TAUX FIXE,1.454,1.4547,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,2 - C.D.C.,None,2020-03-31,5328.64,315.031529112,None,TAUX FIXE,2.0,2.0,Échéance constante,oui,A-1
2011,16311 - Emissions obligataires,Natixis,2006-11-28,2019-11-28,100000000.0,100000000.0,Indexé,EURIBOR03M,-0.008,1.1258,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,Dexia - Morgan Stanley,2005-06-24,2015-06-24,120000000.0,120000000.0,Fixe,TAUX FIXE,3.25,3.2502,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,96 - BEI,None,2028-12-14,25000000.0,25000000.0,None,TAUX FIXE,0.764,0.764,Amort. constant ou progressif,oui,A-1
2013,1641 - Emprunts établissements crédit,CREDIT AGRICOLE IDF,2003-12-22,2013-12-22,40000000.0,0.0,Indexé,TAG12M,0.16,1.8763,Emprunt in fine,oui,A-1
2012,16441 - Emprunts option tirage tréso,Caisse Nat. C.E.,2004-12-17,2012-12-17,75000000.0,0.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,Goldman Sachs,None,2029-10-25,70000000.0,70000000.0,None,TAUX FIXE,3.02,3.02,Emprunt in fine,non,A-1
2010,1641 - Emprunts établissements crédit,C.D.C.,1954-11-23,2019-03-31,31064.74,7802.98,Fixe,TAUX FIXE,2.0,1.3381,Échéance constante,oui,A-1
2016,16876 - C.R.A.M.I.F / S.I.A.A.P.,S.I.A.A.P.,1974-01-01,2021-06-15,26266.97,13133.47,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,non,A-1
2009,16311 - Emissions obligataires,HSBC-Natixis-Banca IMI,2009-06-29,2022-06-29,200000000.0,200000000.0,Fixe,TAUX FIXE,4.625,4.6251,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,Société Générale,2011-07-13,2026-07-13,60000000.0,60000000.0,Fixe,TAUX FIXE,4.12,4.1201,Emprunt in fine,non,A-1
2015,1641 - Emprunts établissements crédit,Helaba,2015-09-18,2038-10-25,15000000.0,15000000.0,Fixe,TAUX FIXE,2.103,2.1033,Emprunt in fine,oui,A-1
2009,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2005-12-30,2013-12-30,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2010,16311 - Emissions obligataires,Natixis,2006-11-28,2019-11-28,100000000.0,100000000.0,Indexé,EURIBOR03M,-0.008,1.1258,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,Natixis,2013-10-17,2028-10-17,50000000.0,50000000.0,Fixe,TAUX FIXE,3.15,3.1501,Emprunt in fine,non,A-1
2013,1641 - Emprunts établissements crédit,BNP Paribas,2009-12-30,2021-12-29,25000000.0,25000000.0,Indexé,EURIBOR03M,0.421,0.7061000000000001,Emprunt in fine,oui,A-1
2016,1641 - Emprunts établissements crédit,BEI,2011-12-19,2025-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.3689999999999998,3.3692,Emprunt in fine,non,A-1
2013,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2007-12-31,2013-12-31,50000000.0,0.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,Barclays,2013-04-18,2031-04-18,25000000.0,25000000.0,Indexé,EURIBOR03M,0.669,0.6973,Emprunt in fine,oui,A-1
2015,1641 - Emprunts établissements crédit,BEI,2015-12-22,2022-12-22,60000000.0,60000000.0,Fixe,TAUX FIXE,0.492,0.4948,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Natixis,2013-04-30,2032-04-30,15000000.0,15000000.0,Indexé,EURIBOR03M,0.343,0.42560000000000003,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,92 - HSBC,2005-11-09,2018-11-09,50651230.1,50651230.1,Indexé,EURIBOR03M,-0.359,1.3061,Emprunt in fine,non,A-1
2013,16311 - Emissions obligataires,Société Générale,2013-10-01,2026-10-01,75000000.0,75000000.0,Fixe,TAUX FIXE,3.049,3.0492,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,HSBC,2011-12-29,2026-12-29,21000000.0,21000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,non,A-1
2015,16311 - Emissions obligataires,Dexia - Morgan Stanley,2005-06-24,2015-06-24,120000000.0,0.0,Fixe,TAUX FIXE,3.25,3.2502,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,Bred,None,2028-12-15,50000000.0,50000000.0,None,TAUX FIXE,2.2800000000000002,2.2800000000000002,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,HSBC,2012-04-02,2027-04-02,50000000.0,50000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,101 - Goldman Sachs,2011-11-25,2025-12-29,100000000.0,100000000.0,Fixe,TAUX FIXE,3.875,3.8757,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,Natixis-BNP,2012-12-19,2022-12-19,40000000.0,40000000.0,Indexé,EURIBOR03M,0.6880000000000001,0.7593000000000001,Emprunt in fine,non,A-1
2011,1641 - Emprunts établissements crédit,CREDIT AGRICOLE IDF,2003-12-22,2013-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.16,1.8763,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,Natixis,None,2019-11-28,100000000.0,100000000.0,None,EURIBOR03M,0.0,0.0,Emprunt in fine,non,A-1
2007,16311 - Emissions obligataires,Dexia - Morgan Stanley,2005-06-24,2015-06-24,120000000.0,120000000.0,Fixe,TAUX FIXE,3.25,3.2502,Emprunt in fine,oui,A-1
2018,1641 - Emprunts établissements crédit,96 - BEI,None,2024-12-19,50000000.0,50000000.0,None,TAUX FIXE,3.36,3.36,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,Goldman Sachs (2),None,2025-12-29,100000000.0,100000000.0,None,TAUX FIXE,4.4225,4.4225,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Natixis-BNP,2012-12-19,2022-12-19,40000000.0,40000000.0,Indexé,EURIBOR03M,0.396,0.5630000000000001,Emprunt in fine,non,A-1
2012,1641 - Emprunts établissements crédit,BNP Paribas,2002-12-27,2017-12-27,110000000.0,110000000.0,Indexé,T4M,0.0013000000000000002,1.6055000000000001,Emprunt in fine,oui,A-1
2011,168 Autres emprunts et dettes assimilées,S.I.A.A.P.,1974-01-01,2021-06-15,26266.97,26266.97,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2014,1641 - Emprunts établissements crédit,BEI,2014-07-31,2023-07-31,130000000.0,130000000.0,Fixe,TAUX FIXE,1.454,1.4547,Emprunt in fine,non,A-1
2015,1641 - Emprunts établissements crédit,Helaba,2014-03-21,2023-03-21,25000000.0,25000000.0,Fixe,TAUX FIXE,2.1,2.1005,Emprunt in fine,oui,A-1
2015,1641 - Emprunts établissements crédit,C.D.C.,1954-12-21,2019-03-31,4278.21,501.27,Fixe,TAUX FIXE,2.0,1.341,Échéance constante,oui,A-1
2017,16876 - C.R.A.M.I.F / S.I.A.A.P.,27 - S.I.A.A.P.,1976-01-01,2024-06-15,59348.4,41543.88,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,non,A-1
2011,16311 - Emissions obligataires,Calyon-Dexia,2006-11-28,2014-11-28,100000000.0,100000000.0,Fixe,TAUX FIXE,3.875,3.8752,Emprunt in fine,oui,A-1
2011,16311 - Emissions obligataires,HSBC-Natixis,2006-05-26,2016-05-26,200000000.0,200000000.0,Fixe,TAUX FIXE,4.125,4.1252,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2008-10-30,2021-10-29,155000000.0,155000000.0,Fixe,TAUX FIXE,4.75,4.7501,Emprunt in fine,oui,A-1
2007,168 Autres emprunts et dettes assimilées,S.I.A.A.P.,1974-01-01,2021-06-15,26266.97,26266.97,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2018,1641 - Emprunts établissements crédit,Helaba,None,2023-03-21,25000000.0,25000000.0,None,TAUX FIXE,2.1,2.1,Emprunt in fine,oui,A-1
2014,1641 - Emprunts établissements crédit,BEI,2011-12-19,2024-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.36,3.3601,Emprunt in fine,non,A-1
2015,16311 - Emissions obligataires,BRED,2014-07-15,2028-12-15,50000000.0,50000000.0,Fixe,TAUX FIXE,2.2800000000000002,2.2807,Emprunt in fine,non,A-1
2007,1641 - Emprunts établissements crédit,SOCIETE GENERALE,2005-12-28,2019-12-28,25000000.0,25000000.0,Indexé,TAG01M,0.0,1.0218,Emprunt in fine,oui,A-1
2011,1641 - Emprunts établissements crédit,SOCIETE GENERALE,2005-12-28,2019-12-28,25000000.0,25000000.0,Indexé,TAG01M,0.0,1.0218,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,Calyon-Dexia,2006-11-28,2014-11-28,100000000.0,0.0,Fixe,TAUX FIXE,3.875,3.8752,Emprunt in fine,non,A-1
2016,1641 - Emprunts établissements crédit,BEI,2011-12-19,2024-12-19,100000000.0,100000000.0,Fixe,TAUX FIXE,3.781,3.7811,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,97 - HSBC-Natixis,2007-12-04,2020-12-04,160000000.0,160000000.0,Fixe,TAUX FIXE,4.5,4.5001,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,HSBC,2016-11-18,2036-11-18,50000000.0,50000000.0,Fixe,TAUX FIXE,1.3,1.3003,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,HSBC-Natixis,2006-05-26,2016-05-26,200000000.0,0.0,Fixe,TAUX FIXE,4.125,4.1252,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,96 - BEI,None,2023-07-31,130000000.0,130000000.0,None,TAUX FIXE,1.454,1.454,Emprunt in fine,oui,A-1
2009,1641 - Emprunts établissements crédit,CREDIT AGRICOLE IDF,2003-12-22,2013-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.16,1.8763,Emprunt in fine,oui,A-1
2007,16311 - Emissions obligataires,Natixis,2006-11-28,2019-11-28,100000000.0,100000000.0,Indexé,EURIBOR03M,-0.008,1.1258,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,Société Générale,2015-03-16,2030-05-25,110000000.0,110000000.0,Fixe,TAUX FIXE,1.214,1.2145000000000001,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Natixis,2013-12-12,2033-12-12,20000000.0,20000000.0,Fixe,TAUX FIXE,3.24,3.2401,Emprunt in fine,non,A-1
2014,1641 - Emprunts établissements crédit,C.D.C.,1954-11-23,2019-03-31,31064.74,4506.02,Fixe,TAUX FIXE,2.0,1.3381,Échéance constante,oui,A-1
2007,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2007-12-31,2013-12-31,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,Crédit Suisse-BNPP,None,2018-11-05,95328885.0,0.0,None,EURIBOR03M,-0.295,-0.295,Emprunt in fine,non,A-1
2007,168 Autres emprunts et dettes assimilées,S.I.A.A.P.,1976-01-01,2024-06-15,59348.4,59348.4,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2017,16311 - Emissions obligataires,89 - SocGen (arrangeur),2011-07-13,2026-07-13,60000000.0,60000000.0,Fixe,TAUX FIXE,4.12,4.1201,Emprunt in fine,non,A-1
